VideoID,title,duration,upload_date
5UDUnFQWG1M,Why Prey is the PERFECT Predator Movie | Video Essay,841,20220810
OMrioRyimvc,PHONE TOUR | productive iphone setup 📱,843,20201031
nfVyShhx-0I,"Starting out in electronics, robotics or computer science? Here are some electronics I recommend",844,20250108
c_n7_dboUgk,Why King Viserys Is the Greatest Fantasy Performance Ever,844,20240713
pqdLwkyfLdM,fascism is necessary.,845,20250207
J0aX8QMkFAI,Nihilism vs. Existentialism vs. Absurdism — Explained and Compared,845,20210530
WpBqrR7ffLk,How to Journal (& Think) like a Philosopher,846,20230828
HLmZAlE-064,Vortex V3: A $40 Clone Of A 20-Year-Old Phone – With Android!,847,20250314
x0zp4D1UzCk,“Is Communism Jewish?” Debunking Judeo-Bolshevism and Other Misconceptions,848,20250226
6jg_deRJXcI,Australia and Antisemitism,849,20250317
xsy27MCbJWM,Recreating the Dreamy Digicam Look in Unreal,851,20240519
f0BNztZ5lRQ,My $800 Tokyo Studio Apartment Tour! 2021,851,20210125
f-txoU7tpGU,The Linux App Iceberg,852,20241113
krhvPl6x7bw,I found the best way to take book notes,854,20240828
BsLC5eIjcag,How To Manage Your Time As A Student,854,20221008
TSd_iXYIZPU,moving my best friend into college (dorm tour & sorority advice),854,20210826
NgdqanRoa_E,"how i ALWAYS get straight A's EFFORTLESSLY 📚(my tips, habits + college vlog)",854,20210227
HIiB50hZ0TA,Why You Should Study The End of the F***ing World,855,20220224
DQAciqhO_rA,This isn't a normal mini PC... and I love it.,856,20240920
rMmGjDkV4oo,What is Tawhid (God’s Unity): Islamic Philosophy vs. Salafism,856,20230923
o0xNzLp5b3c,The 1997 Lilo Orphaned Source Radiation Incident 1997 | Short Documentary | Plainly Difficult,856,20220205
Krl_yzDDmJ0,Maths isn't hard. It's misunderstood.,858,20241113
kHUBrvkuWU0,Why Wolverine and the X-Men Was Darker Than You Thought,859,20211113
B8q1BCHoZcE,The Tools I Use for Indie Game Dev in 2024,860,20240202
fVMlUd9orf4,How To Take Notes as a Programmer,860,20250303
P84ltS1H6gI,How to Fill Up Empty Notebooks (unique & specific ideas),860,20220202
ARE-a1g33ic,STAT mode | Normal Distribution Calculations | CASIO fx-991ES/EX PLUS Calculator,861,20210219
Mcyv4XOhvIg,Why Outlast is More Terrifying Than We Thought,861,20211020
LJBmH-U-7kU,"Camera from 2012, but it runs Android.",862,20240714
EWZaLhfpI1E,A Student Lived With A Horrible Roommate And It Ruined His Life,865,20240915
qfg-E_k9fS8,20 Tools That Made The Cut in 2024,866,20241220
RcYSzFkCWhk,Russia’s most notorious physics exam,866,20241222
jTJvyKZDFsY,20 Programming Projects That Will Make You A God At Coding,866,20240523
kUE2fPLOUxo,how to find your style + the confidence to wear it,866,20190711
Uy8quiV047U,"""This Could Be an October Surprise for Kamala Harris"" | HasanAbi reacts",867,20240829
EjJ8F_V8yuQ,"preparing for university | back to school shopping + haul, getting organized & goal setting",867,20230903
CvcziDi8FYA,Cyberpunk Is A Marxist’s Nightmare,868,20240323
sZK0sE_bPgI,The SAD BEIGE Moms of TikTok,868,20240130
u_UqSB66uPQ,COLLEGE ROOMMATE ADVICE : freshman dorms,868,20210628
ltelMIkLNl8,what i watched in october,869,20211031
IlIF1OXirtk,Brown Characters That Don't Set Us Back,870,20250219
4HJ6Tmnu5Vg,The Islamabad Massacre,871,20241205
689ThFXH-jA,8 Philosophy Books for Beginners,873,20230131
k0pddroJqt8,The Lost Greek Cities of Central Asia,876,20210903
1U4l2X-6_o4,The Music Theory Behind Phoebe Bridgers.,879,20201030
O-MoXHYSEYQ,"After 15 years, it’s time to quit Windows... Here’s Why.",880,20250514
3_7gC3g_EEQ,The WOW Factor: 7 Ways to Stand Out in College Admissions,880,20190816
PFCaAL4yuuE,Chinas Insane PR Rebrand,881,20250417
K4c36uPd57E,"Heligoland, The Tiny Forgotten Outpost of the British Empire",881,20250128
xPFTxTUKpbg,What Have I Gotten Myself Into - Devlog #1,881,20250204
A_lgRJ0m6Ug,Gundam and the Ideology of The Earth Federation,883,20220914
sjIpt7wNMN8,The 20 Best ESP32 Projects of 2024!,884,20241221
SwExp0pABt4,Pinterest is now for Psychopaths,887,20250521
rfXJGOJnv2w,The Newest Arms Race You've Never Heard Of,888,20250119
WuTlO5CNCFo,Neocolonialism and the Death of Nepalese Socialism,889,20250330
lEDH-vq5l6M,3 Python Projects I’d Put On MY Resume,889,20240509
WXE7QQxNPUQ,How To Be a Christian Atheist,891,20241207
rvM2BthjEI4,Building My Endgame Keyboard from Scratch,891,20240920
mQREXg_fVKg,I Built a Raid-Proof Village!,891,20231104
C6QPS3DlYKI,How To Make ANY Microphone Sound BETTER For Twitch!,891,20200901
7xDrHUvI9j0,how i edit my instagram photos + plan my feed,891,20190425
5-7F85yANnk,$100 RTK Base Station Finally Works,892,20250220
Rq4dLo-lFtQ,I BUILT A RADIO AT HOME,893,20240719
_7WlsENdEzo,Why is everyone 'Home Labbing'???,896,20241122
gqvkuCt1Kxo,Selling Shovels,897,20250423
VdjYVF4a6iU,DIY Scanning Electron Microscope - Overview,897,20110321
A7n1KKxocSw,Interior Designer Answers Your Top Design Questions From Instagram | Q&AD | Architectural Digest,897,20241220
qQ0ccPtrd10,How to Create an AMAZING and UNIQUE Home Screen Setup!,899,20190610
05Z_bkdmmlA,Every Bear and Its Chances of Retiring You From Life,900,20240712
Z6qbeU6lVFk,How to read every book you own,901,20230809
sv2FW5DeW74,Why Do Rabbits Symbolize Violence?,902,20241023
zRqHpYOD_G0,productivity desk setup / workflow 2025,904,20250115
Ij6FOmbWxoE,how Indika weaponizes game mechanics against you,904,20250221
aMgB018o71U,"choosing a game engine is easy, actually",907,20240401
InmzbSAkQDQ,Best 12 To-Do List Apps in 2024,907,20240110
KUBAm5uynwo,How We Came to Hate Technology,908,20250201
KIvLywqLCW0,The Power of Font In Video Games,908,20250306
hB3tYpPsmoQ,"How to learn from a book (maybe) | note-taking, visualizations, spacing | history example",908,20231004
g7_udUy0WzY,"Art, Fashion, & The French Revolution",908,20210727
1o7i2jrQiZY,Why Manchester City’s scandal is really about power,909,20250211
BcUzuwP-WPI,I tried finding Hidden Gems on AliExpress AGAIN! (SPECIAL Part 10),910,20240728
jw1vYgM6zbc,How The White House Functioned With A Diminished Biden In Charge | Chapo Trap House,912,20241230
d0G9pMH_XVY,I Made Every Minecraft Dessert in REAL LIFE!,914,20241123
zG2VaucaDOs,my wannabe-indie bedroom tour. *very cool*,915,20201109
2Mwf6hW-aB4,book red flags and the Male Reading Crisis,920,20250524
FnB12C4Npus,I Built A $100 Storage Server! (2024),923,20240619
Vq_6mAAbfFY,Metal Alloys of the Future?,924,20220824
DAvaa2h_Hog,The Epidemic Of Fake YNs,924,20241217
oYaN83fBa2A,The Windows Search Replacement - The Everything Search Tool!,925,20250518
02HsBaXtZsY,💛 DIY Keychains (Shrink Plastic),926,20200817
U8Qc_dzQTJ4,I Practiced Touch Typing For 30 Days,926,20200626
JINpo4ZoH7U,We NEED a place to share our personal websites... so I made one.,927,20241101
UsoK4j3V4aM,33 Tools That Made the Cut in 2023,927,20231122
NSHsaG2a4WU,Image Processing with Pillow - a Python Code-Along,927,20200903
EbqGGd-caQM,The Genius Design of Cowboy Bebop's Titles,927,20211124
XG5eezj4rDc,Building a Bunkers Interior,930,20250201
CkEV4sZQFzk,"Why I love my cheap phone: not sponsored, just truth.",930,20210218
_7nIqdwhdqA,How Coup d’états REALLY Work,930,20220812
9P74eCU19d0,I Wish I Had Known This Before I Bought My First Custom Mechanical Keyboard | Beginners Guide,934,20220917
XxH43HcgNuw,There's a better way to browse the internet that you (probably) don't know about,936,20250122
fYaoB_Mwm_M,The YouTube Content Wasteland,937,20241125
QejjAlTyvDU,The Existential Dread of False Ceilings,937,20240711
2DWtkSVNvTg,Why are cassette and CD players so bulky now?,940,20241114
TbwhCMrgEiM,The U.S. league system that lasted one season,941,20240909
BadajqCJG3w,What everyone gets wrong about the butterfly effect,941,20240619
N1jgeoVY3kU,The World's Largest Hack - Mt. Gox | Chill Fuel,941,20211215
jZzNDveuDVY,🚀 Build Your Own Touchscreen Desk Controller with ESP32 + Nextion + ESPHome!,942,20250419
7OxoXTtu0wo,Mr Birchum Is Queer Media,942,20240708
qiOtinFFfk8,I made my own Web,943,20240531
4umPeMNrV_M,Did I Just Improve Every Webcam?,944,20250125
LncmxVL5gLM,My Cozy Retro Gaming Corner (TOUR),944,20240715
Tiu8Aro-U2I,I Became Everything I Ever Wanted.,944,20210624
Fuz-jLIo2g8,You don't need a frontend framework,945,20240517
UWyWSwq6fVc,Trolls: Dreamworks' Trash Can of Ideology | Big Joel,946,20191011
bYQB0YVY7qE,The 4-Part Daily Exam Routine That Got Me Straight A's in Engineering (Science-Based),947,20250126
FCNg8KyMmGI,21 Programming Project Ideas (Beginner to Advanced),949,20230907
H6TFzmErgQc,"The Problem with ""Using Old Tech"" videos",953,20250430
NtYlUKJ6Yj4,what's in my backpack for senior year of college ✮⋆˙ back to school supplies haul & giveaway,953,20230728
abYqVsDfp7I,evolution of my note-taking style 📝  (flipthrough),953,20210113
DeSDjjicGWY,The Idiot's Guide to Making a DIY Drone! (I am the Idiot),954,20220918
3GkpxTjAAO4,Why Dumb Ways to Die is a Masterpiece,954,20241216
vS-b_RUtL1A,How to organize your notes in Obsidian // The LATCH method,954,20221104
Vae_SDR9NDo,"Capitalist Mythologies: Innovation, Development, and Voluntary Contracts (Responding to Comments)",955,20241024
lXDak-kmdeU,The COOLER Internet,957,20241116
cFhmWVy4CUo,Do you really NEED an EDC Pocket Notebook?,957,20241108
2S3Hg191Eu0,Why YOU Cant Get a Job (LinkedIn is a Nightmare),957,20240427
55uDX0E5X6c,How I Prep for a New Semester as a 4.0 Student 👩‍🎓📚,958,20250110
vWyMJbAmArk,Celebrity homes are too big*,958,20231115
EgUE0mA0Fis,How Empires Fall and Why the US is Next,959,20241228
CQTCQNn5X0E,gen z uses a FLIP PHONE for a week | get well series ep 1,959,20230825
jWNydONRt5c,Reading Race Play Forums and Regretting It | Kat Blaque,959,20210925
0nie9JtLxAg,How To Build A Wardrobe From Scratch *as a beginner* | Men’s Streetwear Affordable Luxury,960,20250126
m4reqXABLSU,How modern breakfast cereal was invented,962,20210315
8kTZQ9N8iv8,you should keep a commonplace book (& how),962,20240517
32w2CXKsdmw,The first ARG was actually a book from the 1970s,962,20230420
Oc91iOxcB3c,I got a cat.,963,20241026
WqsyvK_2eYo,Walter Benjamin on Art in the Age of Its Technological Reproducibility,964,20230624
c2QD2_3pWWQ,The movie about a pervert secretly living through a doll,964,20250106
IJDg6tRJmHo,How Big Studios Develop on Roblox,965,20250519
7V54LRRJaGk,Mars: What happened to the Spirit Rover?,965,20201123
oOMMr-gyPCc,The fake documentary that traumatised the UK,966,20240726
GigsSwvLMwE,How to Build a Laboratory (for CHEAP),968,20241122
VoYZlyBHyQM,How to turn your Neighborhood into a Village,968,20230316
fIpjv168png,Get Started with Capture the Flags | OverTheWire,969,20240807
-4PZHHCUJZc,How I Make 20 Healthy Meals for $30,969,20231012
oTqiryumeoA,How to Get Straight A's in School,969,20170816
5Fxw1DqZaYA,"hi, i made some frogs for your desktop",972,20241128
lOjNk2RIRH4,4 Kinds of Fake Cities (they're all creepy),973,20240208
-CHyTAxEYQc,The Brainwashed World of Scientology's Kidz Bop,976,20230617
R_agd5qZ26Y,Basic System Design for Uber or Lyft | System Design Interview Prep,978,20230429
8Z8HE8BAAoA,How i made a Webcore laptop (linux ricing),979,20250516
79QbDJCzF70,The Goofiest (Soccer) Movie Ever,979,20250304
aGrxSAxO8BE,The Real Religions that Inspired SILENT HILL's Dark Lore,979,20241130
jKV-cym4QfQ,i could write my magnum opus or i could simply go to bed,982,20210623
pAeoJVXrZo4,How Johnny Harris Rewrites History,984,20220818
qcvCxz-v638,Different Books Need To Be Read Differently - How To Read 101,984,20190709
aUmE1IJPh6E,THE INSANE DESIGN OF DUNE,985,20240331
gMmY2fjFOzE,AI Looks EXACTLY Like the Dot-Com Bubble,986,20250325
jTtsTzoIIa8,The Most Popular Watches Under $100 That Are Actually Worth It,986,20240810
Vst26HPGmlU,WTF Is The MAGA Trade Policy?,987,20250427
z8Cf1-jn-zY,the toxic hedonism of male travel vloggers,987,20240529
7w8jmw96ryA,1 month without US tech giants,988,20250504
UwlXxtGRLZc,HOW TO MAKE ANY MIC SOUND LIKE A STUDIO MIC,988,20200206
Qp5xegeGjtE,The Philosophy and Design of Teenage Engineering,989,20250203
JdmnL6QnsRs,Stealth in Video Games,989,20240818
M7mxGZ1vSzc,my realistic morning & evening routine living alone (post-grad edition!),990,20240716
DZ95Gmvg_D4,I Worked At Palantir: The Tech Company Reshaping Reality,991,20250417
-pfTroYWnuQ,Building a Desk using Cheap Wood (DIY),991,20200717
VAD4uPOcHhs,"The relentless WORK ETHIC of standout creatives | JPEGMAFIA, Rick Owens, MOWALOLA, Chuck Palahniuk",991,20241103
QHjqVg2QWmA,Go From Beginner To Shooting In Manual In ONE VIDEO,991,20240607
ijQvgERWKjA,How To Get Into Software | Prime Reacts,993,20230320
9RmqB0FX4xo,This Terrible Rap Is Very Popular (Tom MacDonald),993,20240508
HWNafFzsxjE,"the best books i've ever read | easy to read, nonfiction, sally rooney, & MORE",993,20210716
hgapU82M2gQ,Family Values: Between Neoliberalism and the New Social Conservatism - Book Review,995,20241027
lRLiTc67Tmw,"GHAIS GUEVARA INTERVIEW: Early Days of Rap, Beat Making, His Favorite Wrestlers, New Music + More!",997,20230407
rHgbG1HsIrY,How the Meiji Restoration Turned Japan into an Empire - Pacific War #0.2,997,20211026
uPNr2CZ5Qis,"Discover Why These 5 Items Shine In Analogue, Not Digital!",998,20240829
s5IK1ba6xEc,Taylor Swift Is Becoming The Marvel of Pop Music,999,20240425
_8sg_6lOU1w,Exclusive: How leaked US intel ended up on an obscure internet chat server | ​ @wowmao interview,1000,20230414
0kNF4-nYd1o,Making Game Mechanics That Don't Suck,1000,20240620
px6jRt99Qno,A Marxist Theory of Art,1001,20230311
Tid_OYR2ZZI,troy and abed acting like a couple for 16 (not so straight) minutes,1001,20200621
nbMNAUZPH1E,my last room tour ever (i'm moving!),1002,20210426
7_8glRQ4NBA,"""Blue Zones"": Are People Living Longer or Just Committing More Fraud?",1003,20240930
4JhQB_DYdQo,The Overconsumption Problem with Crumbl Cookies,1003,20240809
v38w5djsbXM,Nusrat Fateh Ali Khan - Dam Mast Qalandar,1004,20160429
t7QBpwE9zro,I Wanted To Hate The Batman,1004,20220330
CIBmVXteOcI,Building Cheap & Efficient Home Servers with... Laptops?,1005,20250503
6Gh-rfPuPUg,"THE AFFORDABLE FASHION TIERLIST, But its ranked by Aura",1005,20241014
X4AoV88OfSE,"Why you should make a YouTube channel, according to philosophy",1005,20231219
KJ2Lvi9kG2Q,How to Read Faster,1005,20201228
Z_wNqGgkvvw,Kanye’s UNEXPECTED Sophomore Album Changed My Life,1011,20231013
3sYNn9RlyOw,How to Buy a Laptop,1011,20210816
IuRWqzfX1ik,The $0 Home Server,1012,20230926
OFnX4beKdfQ,My Guide to Digital Minimalism,1012,20200211
PM1QMGPL79A,The Science Of Cardboard,1013,20220303
N-buLx_tV6U,THE BEGINNER'S GUIDE TO DRAWING,1013,20201003
QufAokZPxO0,How to make retro sc-fi graphics in Photoshop,1013,20210117
Oix32Hc_wtE,Building (And Crashing) my Homemade Surveillance Drone,1015,20241218
QTY7akLsoBA,The Reindeer Herder Who Invented His Own Writing System - Tenevil (Субтитры) #chukchi,1016,20221010
5y1Oin7CcI4,How Game Engines Make Shaders Easy,1018,20250226
JEJG_Q5KaJw,Productivity workflow & desk setup 2025,1020,20250114
atgPeGhIhy8,"what i eat in a day when i feel lazy (simple, korean-inspired, some asmr)",1021,20210606
XMZrIXjxrLI,Plasma 6.1: the BEST LINUX DESKTOP (in my opinion),1022,20240619
ExOp1H7pJp8,You Suck At Hair Care,1022,20221202
uuKOkaZJb6Q,"Piracy is morally correct, actually.",1023,20250207
3RbTNG2n00o,How an immature Batman makes a better film,1025,20241001
BODwdhqrS3w,"Christian Filmmakers, Stop Forcing the Gospel into Every Scene",1026,20250515
Ujfw2N0A4lo,Full Guide to CAIE As Level Chemistry (9701) Practical,1026,20240425
AXXuDR7haxQ,I'm TIRED of Hawk-Tuah Girl,1027,20240719
0vtCyUHz1Mo,I'm Developing a New Circuit Board Manufacturing Technology,1030,20250117
zA3irEhwIX4,I Tested EVERY Youtuber Sponsor,1031,20240812
9zu3pjvdSHI,Build your OWN retro game console with a Raspberry Pi!,1032,20211103
y1Ti82ZY26Q,How to Be a Graphic Designer (All You Need + Free Resources),1032,20240715
woIkysZytSs,8 Python Coding Tips - From The Google Python Style Guide,1032,20220107
fcI_7UOCAQo,I Installed Both Linux Mint and Manjaro on the SAME MACHINE - Here's What Happened Next! (NEW),1035,20240330
2yF-SJcg3zQ,How to build cheap VR Haptic Gloves to FEEL VR.,1037,20220710
EChf62QkPq4,Building My Personal Website • Design & Code With Me Ep. 1 | Day Of A Software Engineer & Designer,1037,20210519
OpHgSoPxkp0,The Story of JPEGMAFIA,1040,20211127
YXTtzMnsym4,How Bollywood DESTROYED Indian Cinema,1042,20250104
LlDMweq_in8,Zoeunlimited is a Hypocrite,1042,20230626
O10KvgIggus,Is Religion Good for the Environment?,1042,20230308
drJAyvMKNXM,I Tried Building A Metro System In MINECRAFT?!,1043,20201212
ZsFeKG_PvpU,Top 20 Casio Watches That Offer Incredible Value,1043,20210412
q4EGeonO6YI,how to create a killer youtube video (to blow up your channel),1044,20220427
44lw5lQHVy0,The Terrible Spiral of Consumption Communities,1044,20240420
9wTSaVOVAGo,6 Most Disturbing Mysterious Locations,1046,20240519
5Ux25t-LUtg,Hamza Ahmed and the Problem with Self-Improvement,1047,20220409
647vLCfxRK8,local human (me) rants about subjects and reacts to final IGCSE exam results,1048,20210813
rTSEr0cRJY8,You Should Check Out the Indie Web,1050,20220315
NNaQuE-DAsc,Why Hannibal Failed,1051,20250202
KLyUHQhuTMY,How Trash Taste Tried To Deal With The Hasan Controversy,1051,20250303
Zq3Ws-Zf26I,Robots as Trans Allegory,1052,20241130
y2srKzVfOWY,our obsession with teen girls is weird,1052,20231003
sug9b__KL-Y,The most effective way to stop deforestation,1053,20250430
LErKSRE0ZTk,You missed the best language learning video ever,1053,20231018
I72uD8ED73U,5 Good Python Habits,1054,20240220
nZa-Vqu-_fU,"They Never Shipped, So I Built My Own Focus Dial from Scratch",1054,20241225
_MOPlSPhgok,Why the King Can't Say No to Parliament | The Life & Times of Charles I,1056,20230408
J0DzXAx9qjI,The Importance of Real Things,1056,20240502
tKM2N4TQHQY,A new browser I'm actually hyped about,1057,20240823
445yxZbj4H4,Go From PARA Method Beginner to Second Brain Pro with Obsidian MD (Free Setup Templates and Course),1058,20230916
HMeXNm88Z-g,What do the Sana'a Manuscripts Tell Us About the Quran | Al Muqaddimah,1060,20211210
lZVor6SpU-c,Finding the perfect crossbody bag,1061,20250304
zsjC6fa_YBg,What Makes a Good Puzzle?,1061,20180314
h1Fw6ZvO_h4,Building a fully AUTONOMOUS submarine,1062,20250217
qlqhfwvycyA,Resurrection: Jewish Origins and Christian Innovations,1064,20250420
FfJIBL-5flo,Ryan Letourneau - Using YouTube channels to market your game (June 2013),1065,20250512
QdNHmZPsWGI,"MAGNETO Was Right (And Should Have Led the X-Men) + How He Would Have Prevented ""Logan""",1067,20211203
P7S0exK2xgo,Escaping surveillance capitalism.. by playing minecraft? | Another World Ep. 1,1068,20250511
qwRKLNb6wYA,ADHD and Video Games (Ft. James Stephanie Sterling) - Access-Ability,1068,20210205
DEWyZ05okFA,inZOI is Soulless AI Garbage,1069,20250507
4JIhQ3Gx7N8,Everything You MUST Know Before Buying A Watch - Essential Beginner's Buying Guide,1070,20211216
koXb8csc-FA,The Santosh Ban: Is India Becoming a Censorship State?,1074,20250520
gcyrrTud3x4,Hard Worldbuilding vs. Soft Worldbuilding | A Study of Studio Ghibli,1076,20200613
VpdY97gy4_g,what's in my bag 2025 edc,1079,20250125
lO3Fvz06lzc,THIS PORTFOLIO IS INSANE - Roasting your dev sites #3,1079,20241003
eNR-9si0w-s,So you're tired of drawing free-body diagrams,1079,20240819
kt5y8F5uU1Y,Fashionable Nonsense: Postmodern Intellectuals' Abuse of Science,1079,20230727
CS-QGCbCbRk,Analog Horror’s Unknown Father? | THE FORBIDDEN FILES,1080,20241212
oE1Rm7F7f20,Why Game Development Is So Hard,1080,20240726
MzmyaskFVK0,Building an Awesome Electronics Bench on the Cheap,1081,20240630
FMU0j_ly4kk,The Man Behind DeepSeek (Liang Wenfeng),1083,20250131
vkyfSCCqJIc,Ethan Klein Lied During His Debate With Hasan,1084,20250507
EaOXeDo1y6A,Build your own dream watch for $100,1086,20240511
2ng8QYiNzv4,"""Nice Opinion. A Youtuber Give it to you?""",1088,20250427
ZiT-NiSxv8I,"Chomsky is RIGHT About Ukraine, And It Shouldn't Even Be Controversial",1088,20220429
uKahrLhLNlQ,How Squid Game Deconstructs Capitalism - Its Historical and Real Life Inspirations,1088,20211027
vaMxTSm53UU,This CPU is FREE! - Milk-V Pioneer with RISC-V,1089,20231207
n2B-FClr5rA,5 Coding Projects (from beginner to advanced),1089,20220913
oDU_hDzGcbQ,how to edit youtube videos (aesthetic + coming of age),1089,20230227
DJ-Atmia6lU,20 FREE Windows 11 Apps to Modernize Windows Once and For All,1090,20250426
fw5FSeb6khU,90's Minimalism: The Aesthetic That Refuses to Die,1091,20250224
RSs58L7UHA8,Loneliness In Anime,1091,20220805
KuifawQ3xtM,"KRS One on capitalism, materialism and revolution. Interview uncut 1996 Part 2",1092,20250315
mzZTLT8WpcQ,Why the US government murdered Fred Hampton,1092,20210602
7vAiloW7phc,"Inside Inventor Simone Giertz’s Small Los Angeles Home, 58sqm/630sqft",1095,20241219
5IrS2YSvZPg,The modern genocide you NEVER heard of ft @arunannow,1101,20250414
wrShOz4yStY,Normal Distribution Calculations @ Shortcut using CASIO fx-991ES/EX PLUS Calculator | STAT mode,1102,20240104
UV9_SqKqZQ8,Building circuits the hard way. An introduction to freeform electronics,1103,20250223
wJKNL0nWRlU,You can transform your bedroom into a CREATIVE SANCTUARY,1104,20240803
pA4wIOw0HjM,Indian Street Food Crawl + CRAZY HOT Bangladeshi Chilis with Sohla & Priya | Heat Eaters,1104,20231204
nZVDRMq9WVY,What Are the Differences Between Rap Sub-Genres? - Brief Overview of Rap,1105,20210114
Ud7Npgi6x8E,The intro to Docker I wish I had when I started,1106,20240715
-uBiiiCXsH4,how to be productive with ADHD (tips from your fellow ADHD'er)✨💛,1110,20211121
ewQQX3fxQKk,Ditch the DSLR? The 200-year-old science of my new favorite camera (2^14 sub special!),1112,20210520
E0OQIraSHqs,A Beginner's Guide to Soviet Animated Cinema,1112,20221216
xY5NM5yTTPc,Why Do We Dream?,1112,20200703
9VVzCr3c9Jk,Composition for Noobs | Beginner Guide,1114,20190804
ndcApuLK0eE,"How I EDIT YouTube videos | animations, VHS effects, color grading, etc. 🖥️",1114,20190713
oNmcX6Gozg0,"What is the ""best way"" to develop software applications?",1116,20230717
DIhdXWeb8RM,"How To Make Instant Coffee, But Better",1116,20240329
wQeHs4YVeug,"The Culture Industry - Adorno, Horkheimer, Neomarxism and Ideology",1119,20200302
H5yvhP-9mik,Django Unchained: How to DESTROY An Ideology – Wisecrack Edition,1120,20190209
MfM7cqOlgds,How to Animate in Google Earth (like Jon Bois!),1121,20201124
78Kmb9E63Xw,don't wanna study? watch this.,1123,20250220
itV8GMdJzJw,Every Stolen Redstone Build On The Dream SMP,1125,20250119
-n7p4LNEN2A,VALID CRASHOUT,1126,20250521
SSM9tqoMGu4,30 EASY MACHINES TO IMPORT FROM CHINA FOR STARTING HOME BASED BUSINESS,1127,20250425
B7497mQRn2Y,The Bizarre Characteristics of Titan | Our Solar System's Moons: Titan,1129,20190111
sYXh0AdBw-I,"I replaced a $20,000 server with this",1131,20250115
NiuX1lYuutk,Under-Consumption Core,1135,20240823
0faCad2kKeg,How Cell Service Actually Works,1136,20220126
itCXZ1gXZg8,doing an entire college semester in 3 days (again),1139,20250502
FXVjZ8AhvTc,The Impossible Architecture of Étienne-Louis Boullée,1142,20221020
zF2QwHnk3EE,Natalie Portman Pirouettes in Pain While Eating Spicy Wings | Hot Ones,1144,20180614
bwbxbuxpPN4,Make Any Mic Sound Expensive In OBS | Mic Settings & Filters (2022),1146,20220111
pR8cMi67WNc,Disaster of a product - so many things wrong,1147,20250513
bKutidPJyxo,Is Manjaro Any Good?,1148,20221007
stf2YXO1W5Y,i read every book audrey hope reads in gossip girl (2021),1149,20210805
vqpAQQaa6gI,I Turned My Mac Into A Linux Laptop,1150,20250227
bWzzkD78ETA,The Musical Movement We Don't Talk About Enough,1150,20220607
s7XAxiJGJdg,Sabine is Wrong Again: Capitalism Would've Killed Penicillin,1151,20230922
Jyu97t0KI2c,A Needed Discussion About Indian Street Food,1152,20240705
dk-L4eOLl98,How Brahmins and the British Created India's Hindu Majority,1153,20211106
jXOw2iKmccs,the MOVE-IN CLEANING CHECKLIST you didn't know you needed | Beginner's Guide (Eco- Friendly),1154,20230809
Nuzi7LlSDVo,Compounding Pharmacies: Last Week Tonight with John Oliver (HBO),1154,20190930
zH5xhN1oz4w,The Fallout Show After The Hype,1155,20240524
RjiN11GRuPU,How To Edit a Video Essay - Part 1 (Basics),1156,20200326
QfrK2DTrMNE,when the villain is just too smart to lose,1158,20250315
T4aoChq7y18,The Absolute Chaos of Concord,1161,20241205
txofQez_HQY,The touchscreen backlash and the power of buttons,1161,20250227
NS2pmbfFjTk,Into the Pepsiverse: The Insane Man Behind Pepsi's Awful Logo Redesign,1163,20220224
YnSv8ylLfPw,De-Google Your Life - Part 1: Start With Chrome,1171,20240523
If6OJBbi_-8,THE FASHION ADVICE TIER LIST,1171,20231026
OCooBoPe84c,The Deserved End of Andrew Tate,1172,20250416
kEhvbcEUiN4,"on booktok, anti-intellectualism & why it’s ok to criticise books",1172,20240828
T_ySEcQ_uuA,I Ranked Every Dan Hentschel Tweet...,1172,20240611
f5EnxE6X9bc,The City Builder That Has You Build True Communism™️,1172,20240620
hpwyjcd3Ioc,Should You Tell Your Crush You Like Them (ODDLY SPECIFIC),1173,20241210
LIqpT0_ul8s,Pusha T Has Beef With Spicy Wings | Hot Ones,1173,20220324
zyZY1dq5BFc,why you were forced to learn the recorder in school,1173,20240726
rZas_lshpW0,7 EASY Tips To Get MORE CHATTERS On Twitch!,1173,20211220
DJiQD5ZFV9I,How to Pull Women When They Think You're Weird And Gay,1176,20250122
PIa17rsNSEE,65 Design Terms You Should Know | FREE COURSE,1177,20220323
ZmixszMNFgM,Creator Courses: Selling Dreams as Products,1178,20230608
yP8BpjNhl_M,Unschooling Should Be ILLEGAL,1179,20240623
2sBVRM3Lv6Y,The Most Beloved Comic? How and Why Calvin and Hobbes Disappeared,1180,20220324
InRAdkXQc_I,BUDGET Tech UNDER $25/50/75 - Student Edition (2024),1181,20240901
22agG1a4EZQ,The Man Who Was Supposed to Be Stalin,1182,20241129
QcThlZVr2ZI,Artist solitude - 80%,1182,20250204
beeGdb7Lceg,"No, The Thunderbolts Did Not Save The MCU",1183,20250512
MJoOLWwpKws,An eye on monoculars,1184,20240713
A_hH-JkXD_c,Business Books are (mostly) Religious Propaganda,1186,20241116
yR-rmVV5K2s,Femboys Explained,1191,20220126
Bgrubw6B_us,#1099 How I learned electronics,1194,20220411
XN02F9ikYHI,Build Epic Startups: NotebookLM + Gemini 2.5 Workflow,1197,20250427
OIQ0HxLsM00,"I Designed ""Good Morning"" Messages for my Grandmas",1197,20250217
gY4Z-9QlZ64,DeepSeek is a Game Changer for AI - Computerphile,1197,20250128
